yas;yipranma;is_seyahati;gunluk_oran;departman;evden_uzaklik;egitim;egitim_alani;calisan_sayisi;calisan_no;cevre_memnuniyeti;cinsiyet;saatlik_ucret;is_katilimi;meslek_seviyesi;is_rolu;is_memnuniyeti;medeni_hal;aylik_gelir;aylik_oran;kidem;18_ustu;mesai;maas_zam_yuzde;performans_degerlendirmesi;iliski_memnuniyeti;standart_saatler;stok_opsiyon_seviyesi;toplam_calisma_yili;gecen_sene_egitim_sureleri;is_yasam_dengesi;sirkette_yil;mevcut_rolde_yil;son_promosyondan-buyana_gecen_yil;mevcut_yonetici_ile_yil
47;Hayir;Surekli;1309;Satis;4;1;Tip;1;467;2;Erkek;99;3;2;Satis Temsilcisi;3;Bekar;2976;25751;3;Y;Hayir;19;3;1;80;0;5;3;3;0;0;0;0
42;Hayir;Bazen;810;Arastirma Gelistirme;23;5;Fen;1;468;1;Kadin;44;3;4;Arastirma Direktoru;4;Bekar;15992;15901;2;Y;Hayir;14;3;2;80;0;16;2;3;1;0;0;0
29;Hayir;Hic;746;Satis;2;3;Fen;1;469;4;Erkek;61;3;2;Satis Yoneticisi;3;Evli;4649;16928;1;Y;Hayir;14;3;1;80;1;4;3;2;4;3;0;2
42;Hayir;Bazen;544;Insan Kaynaklari;2;1;Teknik;1;470;3;Erkek;52;3;1;Insan Kaynaklari;3;Bosanmis;2696;24017;0;Y;Evet;11;3;3;80;1;4;5;3;3;2;1;0
32;Hayir;Bazen;1062;Arastirma Gelistirme;2;3;Tip;1;471;3;Kadin;75;3;1;Lobarant;2;Evli;2370;3956;1;Y;Hayir;13;3;3;80;1;8;4;3;8;0;0;7
48;Hayir;Bazen;530;Satis;29;1;Tip;1;473;1;Kadin;91;3;3;Yonetici;3;Evli;12504;23978;3;Y;Hayir;21;4;2;80;1;15;3;1;0;0;0;0
37;Hayir;Bazen;1319;Arastirma Gelistirme;6;3;Tip;1;474;3;Erkek;51;4;2;Arastirmaci;1;Bosanmis;5974;17001;4;Y;Evet;13;3;1;80;2;13;2;3;7;7;6;7
30;Hayir;Hic;641;Satis;25;2;Teknik;1;475;4;Kadin;85;3;2;Satis Yoneticisi;3;Evli;4736;6069;7;Y;Evet;12;3;2;80;1;4;2;4;2;2;2;2
26;Hayir;Bazen;933;Satis;1;3;Fen;1;476;3;Erkek;57;3;2;Satis Yoneticisi;3;Evli;5296;20156;1;Y;Hayir;17;3;2;80;1;8;3;3;8;7;7;7
42;Hayir;Bazen;1332;Arastirma Gelistirme;2;4;Diger;1;477;1;Erkek;98;2;2;Saglik IsleriTemsilcisi;4;Bekar;6781;17078;3;Y;Hayir;23;4;2;80;0;14;6;3;1;0;0;0
21;Evet;Surekli;756;Satis;1;1;Teknik;1;478;1;Kadin;99;2;1;Satis Temsilcisi;2;Bekar;2174;9150;1;Y;Evet;11;3;3;80;0;3;3;3;3;2;1;2
36;Hayir;Hic;845;Satis;1;5;Tip;1;479;4;Kadin;45;3;2;Satis Yoneticisi;4;Bekar;6653;15276;4;Y;Hayir;15;3;2;80;0;7;6;3;1;0;0;0
36;Hayir;Surekli;541;Satis;3;4;Tip;1;481;1;Erkek;48;2;3;Satis Yoneticisi;4;Evli;9699;7246;4;Y;Hayir;11;3;1;80;1;16;2;3;13;9;1;12
57;Hayir;Bazen;593;Arastirma Gelistirme;1;4;Tip;1;482;4;Erkek;88;3;2;Saglik IsleriTemsilcisi;3;Evli;6755;2967;2;Y;Hayir;11;3;3;80;0;15;2;3;3;2;1;2
40;Hayir;Bazen;1171;Arastirma Gelistirme;10;4;Fen;1;483;4;Kadin;46;4;1;Lobarant;3;Evli;2213;22495;3;Y;Evet;13;3;3;80;1;10;3;3;7;7;1;7
21;Hayir;Hic;895;Satis;9;2;Tip;1;484;1;Erkek;39;3;1;Satis Temsilcisi;4;Bekar;2610;2851;1;Y;Hayir;24;4;3;80;0;3;3;2;3;2;2;2
33;Evet;Bazen;350;Satis;5;3;Pazarlama;1;485;4;Kadin;34;3;1;Satis Temsilcisi;3;Bekar;2851;9150;1;Y;Evet;13;3;2;80;0;1;2;3;1;0;0;0
37;Hayir;Bazen;921;Arastirma Gelistirme;10;3;Tip;1;486;3;Kadin;98;3;1;Lobarant;1;Evli;3452;17663;6;Y;Hayir;20;4;2;80;1;17;3;3;5;4;0;3
46;Hayir;Hic;1144;Arastirma Gelistirme;7;4;Tip;1;487;3;Kadin;30;3;2;Uretim Direktoru;3;Evli;5258;16044;2;Y;Hayir;14;3;3;80;0;7;2;4;1;0;0;0
41;Evet;Surekli;143;Satis;4;3;Pazarlama;1;488;1;Erkek;56;3;2;Satis Yoneticisi;2;Bekar;9355;9558;1;Y;Hayir;18;3;3;80;0;8;5;3;8;7;7;7
50;Hayir;Bazen;1046;Arastirma Gelistirme;10;3;Teknik;1;491;4;Erkek;100;2;3;Saglik IsleriTemsilcisi;4;Bekar;10496;2755;6;Y;Hayir;15;3;4;80;0;20;2;3;4;3;1;3
40;Evet;Bazen;575;Satis;22;2;Pazarlama;1;492;3;Erkek;68;2;2;Satis Yoneticisi;3;Evli;6380;6110;2;Y;Evet;12;3;1;80;2;8;6;3;6;4;1;0
31;Hayir;Bazen;408;Arastirma Gelistirme;9;4;Fen;1;493;3;Erkek;42;2;1;Arastirmaci;2;Bekar;2657;7551;0;Y;Evet;16;3;4;80;0;3;5;3;2;2;2;2
21;Evet;Bazen;156;Satis;12;3;Fen;1;494;3;Kadin;90;4;1;Satis Temsilcisi;2;Bekar;2716;25422;1;Y;Hayir;15;3;4;80;0;1;0;3;1;0;0;0
29;Hayir;Bazen;1283;Arastirma Gelistirme;23;3;Fen;1;495;4;Erkek;54;3;1;Arastirmaci;4;Bekar;2201;18168;9;Y;Hayir;16;3;4;80;0;6;4;3;3;2;1;2
35;Hayir;Bazen;755;Arastirma Gelistirme;9;4;Fen;1;496;3;Erkek;97;2;2;Saglik IsleriTemsilcisi;2;Bekar;6540;19394;9;Y;Hayir;19;3;3;80;0;10;5;3;1;1;0;0
27;Hayir;Bazen;1469;Arastirma Gelistirme;1;2;Tip;1;497;4;Erkek;82;3;1;Lobarant;2;Bosanmis;3816;17881;1;Y;Hayir;11;3;2;80;1;5;2;3;5;2;0;4
28;Hayir;Bazen;304;Satis;9;4;Fen;1;498;2;Erkek;92;3;2;Satis Yoneticisi;4;Bekar;5253;20750;1;Y;Hayir;16;3;4;80;0;7;1;3;7;5;0;7
49;Hayir;Bazen;1261;Arastirma Gelistirme;7;3;Diger;1;499;2;Erkek;31;2;3;Saglik IsleriTemsilcisi;3;Bekar;10965;12066;8;Y;Hayir;24;4;3;80;0;26;2;3;5;2;0;0
51;Hayir;Bazen;1178;Satis;14;2;Fen;1;500;3;Kadin;87;3;2;Satis Yoneticisi;4;Evli;4936;14862;4;Y;Hayir;11;3;3;80;1;18;2;2;7;7;0;7
36;Hayir;Bazen;329;Arastirma Gelistirme;2;3;Fen;1;501;4;Kadin;96;3;1;Arastirmaci;3;Evli;2543;11868;4;Y;Hayir;13;3;2;80;1;6;3;3;2;2;2;2
34;Evet;Hic;1362;Satis;19;3;Pazarlama;1;502;1;Erkek;67;4;2;Satis Yoneticisi;4;Bekar;5304;4652;8;Y;Evet;13;3;2;80;0;9;3;2;5;2;0;4
55;Hayir;Bazen;1311;Arastirma Gelistirme;2;3;Fen;1;505;3;Kadin;97;3;4;Yonetici;4;Bekar;16659;23258;2;Y;Evet;13;3;3;80;0;30;2;3;5;4;1;2
24;Hayir;Bazen;1371;Satis;10;4;Pazarlama;1;507;4;Kadin;77;3;2;Satis Yoneticisi;3;Bosanmis;4260;5915;1;Y;Evet;12;3;4;80;1;5;2;4;5;2;0;3
30;Hayir;Bazen;202;Satis;2;1;Teknik;1;508;3;Erkek;72;3;1;Satis Temsilcisi;2;Evli;2476;17434;1;Y;Hayir;18;3;1;80;1;1;3;3;1;0;0;0
26;Evet;Surekli;575;Arastirma Gelistirme;3;1;Teknik;1;510;3;Erkek;73;3;1;Arastirmaci;1;Bekar;3102;6582;0;Y;Hayir;22;4;3;80;0;7;2;3;6;4;0;4
22;Hayir;Bazen;253;Arastirma Gelistirme;11;3;Tip;1;511;1;Kadin;43;3;1;Arastirmaci;2;Evli;2244;24440;1;Y;Hayir;13;3;4;80;1;2;1;3;2;1;1;2
36;Hayir;Bazen;164;Satis;2;2;Tip;1;513;2;Erkek;61;2;3;Satis Yoneticisi;3;Evli;7596;3809;1;Y;Hayir;13;3;2;80;2;10;2;3;10;9;9;0
30;Evet;Surekli;464;Arastirma Gelistirme;4;3;Teknik;1;514;3;Erkek;40;3;1;Arastirmaci;4;Bekar;2285;3427;9;Y;Evet;23;4;3;80;0;3;4;3;1;0;0;0
37;Hayir;Bazen;1107;Arastirma Gelistirme;14;3;Fen;1;515;4;Kadin;95;3;1;Lobarant;1;Bosanmis;3034;26914;1;Y;Hayir;12;3;3;80;1;18;2;2;18;7;12;17
40;Hayir;Bazen;759;Satis;2;2;Pazarlama;1;516;4;Kadin;46;3;2;Satis Yoneticisi;2;Bosanmis;5715;22553;7;Y;Hayir;12;3;3;80;2;8;5;3;5;4;1;3
42;Hayir;Bazen;201;Arastirma Gelistirme;1;4;Fen;1;517;2;Kadin;95;3;1;Lobarant;1;Bosanmis;2576;20490;3;Y;Hayir;16;3;2;80;1;8;5;3;5;2;1;2
37;Hayir;Bazen;1305;Arastirma Gelistirme;10;4;Fen;1;518;3;Erkek;49;3;2;Uretim Direktoru;2;Bekar;4197;21123;2;Y;Evet;12;3;4;80;0;18;2;2;1;0;0;1
43;Hayir;Bazen;982;Arastirma Gelistirme;12;3;Fen;1;520;1;Erkek;59;2;4;Arastirma Direktoru;2;Bosanmis;14336;4345;1;Y;Hayir;11;3;3;80;1;25;3;3;25;10;3;9
40;Hayir;Bazen;555;Arastirma Gelistirme;2;3;Tip;1;521;2;Kadin;78;2;2;Lobarant;3;Evli;3448;13436;6;Y;Hayir;22;4;2;80;1;20;3;3;1;0;0;0
54;Hayir;Bazen;821;Arastirma Gelistirme;5;2;Tip;1;522;1;Erkek;86;3;5;Arastirma Direktoru;1;Evli;19406;8509;4;Y;Hayir;11;3;3;80;1;24;4;2;4;2;1;2
34;Hayir;Hic;1381;Satis;4;4;Pazarlama;1;523;3;Kadin;72;3;2;Satis Yoneticisi;3;Evli;6538;12740;9;Y;Hayir;15;3;1;80;1;6;3;3;3;2;1;2
31;Hayir;Bazen;480;Arastirma Gelistirme;7;2;Tip;1;524;2;Kadin;31;3;2;Uretim Direktoru;1;Evli;4306;4156;1;Y;Hayir;12;3;2;80;1;13;5;1;13;10;3;12
43;Hayir;Surekli;313;Arastirma Gelistirme;21;3;Tip;1;525;4;Erkek;61;3;1;Lobarant;4;Evli;2258;15238;7;Y;Hayir;20;4;1;80;1;8;1;3;3;2;1;2
43;Hayir;Bazen;1473;Arastirma Gelistirme;8;4;Diger;1;526;3;Kadin;74;3;2;Saglik IsleriTemsilcisi;3;Bosanmis;4522;2227;4;Y;Evet;14;3;4;80;0;8;3;3;5;2;0;2
25;Hayir;Bazen;891;Satis;4;2;Fen;1;527;2;Kadin;99;2;2;Satis Yoneticisi;4;Bekar;4487;12090;1;Y;Evet;11;3;2;80;0;5;3;3;5;4;1;3
37;Hayir;Hic;1063;Arastirma Gelistirme;25;5;Tip;1;529;2;Kadin;72;3;2;Arastirmaci;3;Evli;4449;23866;3;Y;Evet;15;3;1;80;2;15;2;3;13;11;10;7
31;Hayir;Bazen;329;Arastirma Gelistirme;1;2;Fen;1;530;4;Erkek;98;2;1;Lobarant;1;Evli;2218;16193;1;Y;Hayir;12;3;3;80;1;4;3;3;4;2;3;2
39;Hayir;Surekli;1218;Arastirma Gelistirme;1;1;Fen;1;531;2;Erkek;52;3;5;Yonetici;3;Bosanmis;19197;8213;1;Y;Evet;14;3;3;80;1;21;3;3;21;8;1;6
56;Hayir;Surekli;906;Satis;6;3;Fen;1;532;3;Kadin;86;4;4;Satis Yoneticisi;1;Evli;13212;18256;9;Y;Hayir;11;3;4;80;3;36;0;2;7;7;7;7
30;Hayir;Bazen;1082;Satis;12;3;Teknik;1;533;2;Kadin;83;3;2;Satis Yoneticisi;3;Bekar;6577;19558;0;Y;Hayir;11;3;2;80;0;6;6;3;5;4;4;4
41;Hayir;Bazen;645;Satis;1;3;Pazarlama;1;534;2;Erkek;49;4;3;Satis Yoneticisi;1;Evli;8392;19566;1;Y;Hayir;16;3;3;80;1;10;2;3;10;7;0;7
28;Hayir;Bazen;1300;Arastirma Gelistirme;17;2;Tip;1;536;3;Erkek;79;3;2;Lobarant;1;Bosanmis;4558;13535;1;Y;Hayir;12;3;4;80;1;10;2;3;10;0;1;8
25;Evet;Bazen;688;Arastirma Gelistirme;3;3;Tip;1;538;1;Erkek;91;3;1;Lobarant;1;Evli;4031;9396;5;Y;Hayir;13;3;3;80;1;6;5;3;2;2;0;2
52;Hayir;Bazen;319;Arastirma Gelistirme;3;3;Tip;1;543;4;Erkek;39;2;3;Uretim Direktoru;3;Evli;7969;19609;2;Y;Evet;14;3;3;80;0;28;4;3;5;4;0;4
45;Hayir;Bazen;192;Arastirma Gelistirme;10;2;Fen;1;544;1;Erkek;69;3;1;Arastirmaci;4;Evli;2654;9655;3;Y;Hayir;21;4;4;80;2;8;3;2;2;2;0;2
52;Hayir;Bazen;1490;Arastirma Gelistirme;4;2;Fen;1;546;4;Kadin;30;3;4;Yonetici;4;Evli;16555;10310;2;Y;Hayir;13;3;4;80;0;31;2;1;5;2;1;4
42;Hayir;Surekli;532;Arastirma Gelistirme;29;2;Fen;1;547;1;Kadin;92;3;2;Arastirmaci;3;Bosanmis;4556;12932;2;Y;Hayir;11;3;2;80;1;19;3;3;5;4;0;2
30;Hayir;Bazen;317;Arastirma Gelistirme;2;3;Fen;1;548;3;Kadin;43;1;2;Uretim Direktoru;4;Bekar;6091;24793;2;Y;Hayir;20;4;3;80;0;11;2;3;5;4;0;2
60;Hayir;Bazen;422;Arastirma Gelistirme;7;3;Fen;1;549;1;Kadin;41;3;5;Yonetici;1;Evli;19566;3854;5;Y;Hayir;11;3;4;80;0;33;5;1;29;8;11;10
46;Hayir;Bazen;1485;Arastirma Gelistirme;18;3;Tip;1;550;3;Kadin;87;3;2;Uretim Direktoru;3;Bosanmis;4810;26314;2;Y;Hayir;14;3;3;80;1;19;5;2;10;7;0;8
42;Hayir;Surekli;1368;Arastirma Gelistirme;28;4;Teknik;1;551;4;Kadin;88;2;2;Saglik IsleriTemsilcisi;4;Evli;4523;4386;0;Y;Hayir;11;3;4;80;3;7;4;4;6;5;0;4
24;Evet;Bazen;1448;Satis;1;1;Teknik;1;554;1;Kadin;62;3;1;Satis Temsilcisi;2;Bekar;3202;21972;1;Y;Evet;16;3;2;80;0;6;4;3;5;3;1;4
34;Evet;Surekli;296;Satis;6;2;Pazarlama;1;555;4;Kadin;33;1;1;Satis Temsilcisi;3;Bosanmis;2351;12253;0;Y;Hayir;16;3;4;80;1;3;3;2;2;2;1;0
38;Hayir;Surekli;1490;Arastirma Gelistirme;2;2;Fen;1;556;4;Erkek;42;3;1;Lobarant;4;Evli;1702;12106;1;Y;Evet;23;4;3;80;1;1;3;3;1;0;0;0
40;Hayir;Bazen;1398;Satis;2;4;Fen;1;558;3;Kadin;79;3;5;Yonetici;3;Evli;18041;13022;0;Y;Hayir;14;3;4;80;0;21;2;3;20;15;1;12
26;Hayir;Bazen;1349;Arastirma Gelistirme;23;3;Fen;1;560;1;Kadin;90;3;1;Arastirmaci;4;Bosanmis;2886;3032;1;Y;Hayir;22;4;2;80;2;3;3;1;3;2;0;2
30;Hayir;Hic;1400;Arastirma Gelistirme;3;3;Fen;1;562;3;Erkek;53;3;1;Lobarant;4;Evli;2097;16734;4;Y;Hayir;15;3;3;80;1;9;3;1;5;3;1;4
29;Hayir;Bazen;986;Arastirma Gelistirme;3;4;Tip;1;564;2;Erkek;93;2;3;Arastirma Direktoru;3;Evli;11935;21526;1;Y;Hayir;18;3;3;80;0;10;2;3;10;2;0;7
29;Evet;Bazen;408;Arastirma Gelistirme;25;5;Teknik;1;565;3;Kadin;71;2;1;Arastirmaci;2;Evli;2546;18300;5;Y;Hayir;16;3;2;80;0;6;2;4;2;2;1;1
19;Evet;Bazen;489;Insan Kaynaklari;2;2;Teknik;1;566;1;Erkek;52;2;1;Insan Kaynaklari;4;Bekar;2564;18437;1;Y;Hayir;12;3;3;80;0;1;3;4;1;0;0;0
30;Hayir;Hic;1398;Satis;22;4;Diger;1;567;3;Kadin;69;3;3;Satis Yoneticisi;1;Evli;8412;2890;0;Y;Hayir;11;3;3;80;0;10;3;3;9;8;7;8
57;Hayir;Bazen;210;Satis;29;3;Pazarlama;1;568;1;Erkek;56;2;4;Yonetici;4;Bosanmis;14118;22102;3;Y;Hayir;12;3;3;80;1;32;3;2;1;0;0;0
50;Hayir;Bazen;1099;Arastirma Gelistirme;29;4;Fen;1;569;2;Erkek;88;2;4;Yonetici;3;Evli;17046;9314;0;Y;Hayir;15;3;2;80;1;28;2;3;27;10;15;7
30;Hayir;Hic;1116;Arastirma Gelistirme;2;3;Tip;1;571;3;Kadin;49;3;1;Lobarant;4;Bekar;2564;7181;0;Y;Hayir;14;3;3;80;0;12;2;2;11;7;6;7
60;Hayir;Surekli;1499;Satis;28;3;Pazarlama;1;573;3;Kadin;80;2;3;Satis Yoneticisi;1;Evli;10266;2845;4;Y;Hayir;19;3;4;80;0;22;5;4;18;13;13;11
47;Hayir;Bazen;983;Arastirma Gelistirme;2;2;Tip;1;574;1;Kadin;65;3;2;Uretim Direktoru;4;Bosanmis;5070;7389;5;Y;Hayir;13;3;3;80;3;20;2;3;5;0;0;4
46;Hayir;Bazen;1009;Arastirma Gelistirme;2;3;Fen;1;575;1;Erkek;51;3;4;Arastirma Direktoru;3;Evli;17861;2288;6;Y;Hayir;13;3;3;80;0;26;2;1;3;2;0;1
35;Hayir;Bazen;144;Arastirma Gelistirme;22;3;Fen;1;577;4;Erkek;46;1;1;Lobarant;3;Bekar;4230;19225;0;Y;Hayir;15;3;3;80;0;6;2;3;5;4;4;3
54;Hayir;Bazen;548;Arastirma Gelistirme;8;4;Fen;1;578;3;Kadin;42;3;2;Lobarant;3;Bekar;3780;23428;7;Y;Hayir;11;3;3;80;0;19;3;3;1;0;0;0
34;Hayir;Bazen;1303;Arastirma Gelistirme;2;4;Fen;1;579;4;Erkek;62;2;1;Arastirmaci;3;Bosanmis;2768;8416;3;Y;Hayir;12;3;3;80;1;14;3;3;7;3;5;7
46;Hayir;Bazen;1125;Satis;10;3;Pazarlama;1;580;3;Kadin;94;2;3;Satis Yoneticisi;4;Evli;9071;11563;2;Y;Evet;19;3;3;80;1;15;3;3;3;2;1;2
31;Hayir;Bazen;1274;Arastirma Gelistirme;9;1;Fen;1;581;3;Erkek;33;3;3;Uretim Direktoru;2;Bosanmis;10648;14394;1;Y;Hayir;25;4;4;80;1;13;6;4;13;8;0;8
33;Evet;Bazen;1277;Arastirma Gelistirme;15;1;Tip;1;582;2;Erkek;56;3;3;Yonetici;3;Evli;13610;24619;7;Y;Evet;12;3;4;80;0;15;2;4;7;6;7;7
33;Evet;Bazen;587;Arastirma Gelistirme;10;1;Tip;1;584;1;Erkek;38;1;1;Lobarant;4;Bosanmis;3408;6705;7;Y;Hayir;13;3;1;80;3;8;2;3;4;3;1;3
30;Hayir;Bazen;413;Satis;7;1;Pazarlama;1;585;4;Erkek;57;3;1;Satis Temsilcisi;2;Bekar;2983;18398;0;Y;Hayir;14;3;1;80;0;4;3;3;3;2;1;2
35;Hayir;Bazen;1276;Arastirma Gelistirme;16;3;Fen;1;586;4;Erkek;72;3;3;Saglik IsleriTemsilcisi;3;Evli;7632;14295;4;Y;Evet;12;3;3;80;0;10;2;3;8;7;0;0
31;Evet;Surekli;534;Arastirma Gelistirme;20;3;Fen;1;587;1;Erkek;66;3;3;Saglik IsleriTemsilcisi;3;Evli;9824;22908;3;Y;Hayir;12;3;1;80;0;12;2;3;1;0;0;0
34;Evet;Surekli;988;Insan Kaynaklari;23;3;Insan Kaynaklari;1;590;2;Kadin;43;3;3;Insan Kaynaklari;1;Bosanmis;9950;11533;9;Y;Evet;15;3;3;80;3;11;2;3;3;2;0;2
42;Hayir;Surekli;1474;Arastirma Gelistirme;5;2;Diger;1;591;2;Erkek;97;3;1;Lobarant;3;Evli;2093;9260;4;Y;Hayir;17;3;4;80;1;8;4;3;2;2;2;0
36;Hayir;Hic;635;Satis;10;4;Tip;1;592;2;Erkek;32;3;3;Satis Yoneticisi;4;Bekar;9980;15318;1;Y;Hayir;14;3;4;80;0;10;3;2;10;3;9;7
22;Evet;Surekli;1368;Arastirma Gelistirme;4;1;Teknik;1;593;3;Erkek;99;2;1;Lobarant;3;Bekar;3894;9129;5;Y;Hayir;16;3;3;80;0;4;3;3;2;2;1;2
48;Hayir;Bazen;163;Satis;2;5;Pazarlama;1;595;2;Kadin;37;3;2;Satis Yoneticisi;4;Evli;4051;19658;2;Y;Hayir;14;3;1;80;1;14;2;3;9;7;6;7
55;Hayir;Bazen;1117;Satis;18;5;Fen;1;597;1;Kadin;83;3;4;Yonetici;2;Bekar;16835;9873;3;Y;Hayir;23;4;4;80;0;37;2;3;10;9;7;7
41;Hayir;Hic;267;Satis;10;2;Fen;1;599;4;Erkek;56;3;2;Satis Yoneticisi;4;Bekar;6230;13430;7;Y;Hayir;14;3;4;80;0;16;3;3;14;3;1;10
35;Hayir;Bazen;619;Satis;1;3;Pazarlama;1;600;2;Erkek;85;3;2;Satis Yoneticisi;3;Evli;4717;18659;9;Y;Hayir;11;3;3;80;0;15;2;3;11;9;6;9
40;Hayir;Bazen;302;Arastirma Gelistirme;6;3;Fen;1;601;2;Kadin;75;3;4;Uretim Direktoru;3;Bekar;13237;20364;7;Y;Hayir;15;3;3;80;0;22;3;3;20;6;5;13
39;Hayir;Surekli;443;Arastirma Gelistirme;8;1;Fen;1;602;3;Kadin;48;3;1;Lobarant;3;Evli;3755;17872;1;Y;Hayir;11;3;1;80;1;8;3;3;8;3;0;7
31;Hayir;Bazen;828;Satis;2;1;Fen;1;604;2;Erkek;77;3;2;Satis Yoneticisi;4;Bekar;6582;8346;4;Y;Evet;13;3;3;80;0;10;2;4;6;5;0;5
42;Hayir;Bazen;319;Arastirma Gelistirme;24;3;Tip;1;605;4;Erkek;56;3;3;Uretim Direktoru;1;Evli;7406;6950;1;Y;Evet;21;4;4;80;1;10;5;2;10;9;5;8
45;Hayir;Bazen;561;Satis;2;3;Diger;1;606;4;Erkek;61;3;2;Satis Yoneticisi;2;Evli;4805;16177;0;Y;Hayir;19;3;2;80;1;9;3;4;8;7;3;7
26;Evet;Surekli;426;Insan Kaynaklari;17;4;Fen;1;608;2;Kadin;58;3;1;Insan Kaynaklari;3;Bosanmis;2741;22808;0;Y;Evet;11;3;2;80;1;8;2;2;7;7;1;0
29;Hayir;Bazen;232;Arastirma Gelistirme;19;3;Teknik;1;611;4;Erkek;34;3;2;Uretim Direktoru;4;Bosanmis;4262;22645;4;Y;Hayir;12;3;2;80;2;8;2;4;3;2;1;2
33;Hayir;Bazen;922;Arastirma Gelistirme;1;5;Tip;1;612;1;Kadin;95;4;4;Arastirma Direktoru;3;Bosanmis;16184;22578;4;Y;Hayir;19;3;3;80;1;10;2;3;6;1;0;5
31;Hayir;Bazen;688;Satis;7;3;Fen;1;613;3;Erkek;44;2;3;Yonetici;4;Bosanmis;11557;25291;9;Y;Hayir;21;4;3;80;1;10;3;2;5;4;0;1
18;Evet;Surekli;1306;Satis;5;3;Pazarlama;1;614;2;Erkek;69;3;1;Satis Temsilcisi;2;Bekar;1878;8059;1;Y;Evet;14;3;4;80;0;0;3;3;0;0;0;0
40;Hayir;Hic;1094;Satis;28;3;Diger;1;615;3;Erkek;58;1;3;Satis Yoneticisi;1;Bosanmis;10932;11373;3;Y;Hayir;15;3;3;80;1;20;2;3;1;0;0;1
41;Hayir;Hic;509;Arastirma Gelistirme;2;4;Diger;1;616;1;Kadin;62;2;2;Saglik IsleriTemsilcisi;3;Bekar;6811;2112;2;Y;Evet;17;3;1;80;0;10;3;3;8;7;0;7
26;Hayir;Bazen;775;Satis;29;2;Tip;1;618;1;Erkek;45;3;2;Satis Yoneticisi;3;Bosanmis;4306;4267;5;Y;Hayir;12;3;1;80;2;8;5;3;0;0;0;0
35;Hayir;Bazen;195;Satis;1;3;Tip;1;620;1;Kadin;80;3;2;Satis Yoneticisi;3;Bekar;4859;6698;1;Y;Hayir;16;3;4;80;0;5;3;3;5;4;0;3
34;Hayir;Bazen;258;Satis;21;4;Fen;1;621;4;Erkek;74;4;2;Satis Yoneticisi;4;Bekar;5337;19921;1;Y;Hayir;12;3;4;80;0;10;3;3;10;7;5;7
26;Evet;Bazen;471;Arastirma Gelistirme;24;3;Teknik;1;622;3;Erkek;66;1;1;Lobarant;4;Bekar;2340;23213;1;Y;Evet;18;3;2;80;0;1;3;1;1;0;0;0
37;Hayir;Bazen;799;Arastirma Gelistirme;1;3;Teknik;1;623;2;Kadin;59;3;3;Uretim Direktoru;4;Bekar;7491;23848;4;Y;Hayir;17;3;4;80;0;12;3;4;6;5;1;2
46;Hayir;Surekli;1034;Arastirma Gelistirme;18;1;Tip;1;624;1;Kadin;86;3;3;Saglik IsleriTemsilcisi;3;Evli;10527;8984;5;Y;Hayir;11;3;4;80;0;28;3;2;2;2;1;2
41;Hayir;Bazen;1276;Satis;2;5;Fen;1;625;2;Kadin;91;3;4;Yonetici;1;Evli;16595;5626;7;Y;Hayir;16;3;2;80;1;22;2;3;18;16;11;8
37;Hayir;Hic;142;Satis;9;4;Tip;1;626;1;Erkek;69;3;3;Satis Yoneticisi;2;Bosanmis;8834;24666;1;Y;Hayir;13;3;4;80;1;9;6;3;9;5;7;7
52;Hayir;Bazen;956;Arastirma Gelistirme;6;2;Teknik;1;630;4;Erkek;78;3;2;Arastirmaci;1;Bosanmis;5577;22087;3;Y;Evet;12;3;2;80;2;18;3;3;10;9;6;9
32;Evet;Hic;1474;Satis;11;4;Diger;1;631;4;Erkek;60;4;2;Satis Yoneticisi;3;Evli;4707;23914;8;Y;Hayir;12;3;4;80;0;6;2;3;4;2;1;2
24;Hayir;Surekli;535;Satis;24;3;Tip;1;632;4;Erkek;38;3;1;Satis Temsilcisi;4;Evli;2400;5530;0;Y;Hayir;13;3;3;80;2;3;3;3;2;2;2;1
38;Hayir;Bazen;1495;Arastirma Gelistirme;10;3;Tip;1;634;3;Kadin;76;3;2;Saglik IsleriTemsilcisi;3;Evli;9824;22174;3;Y;Hayir;19;3;3;80;1;18;4;3;1;0;0;0
37;Hayir;Bazen;446;Arastirma Gelistirme;1;4;Fen;1;635;2;Kadin;65;3;2;Uretim Direktoru;2;Evli;6447;15701;6;Y;Hayir;12;3;2;80;1;8;2;2;6;5;4;3
49;Hayir;Bazen;1245;Arastirma Gelistirme;18;4;Fen;1;638;4;Erkek;58;2;5;Arastirma Direktoru;3;Bosanmis;19502;2125;1;Y;Evet;17;3;3;80;1;31;5;3;31;9;0;9
24;Hayir;Bazen;691;Arastirma Gelistirme;23;3;Tip;1;639;2;Erkek;89;4;1;Arastirmaci;4;Evli;2725;21630;1;Y;Evet;11;3;2;80;2;6;3;3;6;5;1;4
26;Hayir;Bazen;703;Satis;28;2;Pazarlama;1;641;1;Erkek;66;3;2;Satis Yoneticisi;2;Evli;6272;7428;1;Y;Hayir;20;4;4;80;2;6;5;4;5;3;1;4
24;Hayir;Bazen;823;Arastirma Gelistirme;17;2;Diger;1;643;4;Erkek;94;2;1;Lobarant;2;Evli;2127;9100;1;Y;Hayir;21;4;4;80;1;1;2;3;1;0;0;0
